,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,YAHOO_SYMBOL,SECTOR,STOCK_NAME,CURRENCY,EXCHANGE,EXCHANGE_STATE,MARKETPRICE,SHARESOUTSTANDING,UPDATED,MARKETOPEN,MARKETCLOSE,MARKETCAP,ENDDATE_MRQ0,CNAV_pershare,CNAV_total,PCNAV,Last_div_date,dpu_ttm,date_mr1,dpu_mr1,date_mr2,dpu_mr2,date_mr3,dpu_mr3,date_mr4,dpu_mr4,dpu_2020,dpu_2019,dpu_2018,dpu_2017,dpu_2016,dpu_2015,dpu_2014,dpu_2013,dpu_2012,dpu_2011,dpu_2010,date_mr5,dpu_mr5,eps_ttm,eps_mrq1,eps_mrq2,eps_mrq3,eps_mrq4,eps_2021,eps_2020,eps_2019,eps_2018,eps_2017,propertyyield_ttm,propertyyield_2021,propertyyield_2020,propertyyield_2019,propertyyield_2018,propertyyield_2017,gearing_mrq,gearing_2021,gearing_2020,gearing_2019,gearing_2018,gearing_2017,interestcover_mrq,interestcover_2021,interestcover_2020,interestcover_2019,interestcover_2018,interestcover_2017,No_of_properties,Occupancy,weighted_debt,wale_GI,wale_NLA,LOCATION,LINK,MARKETSTATE,MARKETTIME,ENTERPRISEVALUE
24,24,24,24,24,24,O5RU.SI,INDUSTRIAL,AIMS APAC REIT,SGD,SES,POSTPOST,1.46,706662976,27-06-2021 11:23:58,1.46,1.46,1017594752,31/3/2021,1.048560664935699,740979000.0,1.3923848651041393,12/5/2021,0.0895,12/5/2021,0.029,4/2/2021,0.0205,3/11/2020,0.02,3/8/2020,0.02,0.085,0.1025,0.0834,0.1244,0.11072,0.113,0.105762,0.1012,0.103,0.0408,0.016588,0,0.0,0.05232351,0.035850131,0.009408081,-0.003475656,0.010540954,0.054033308,0.089552911,0.053905856,0.065170045,0.0,5.073235596,5.073235596,5.781287382,5.583805668,5.465207129,0.0,42.4637829,42.4637829,42.06379871,42.84006509,41.9269007,0.0,8.865059222,3.786756228,3.15051234,2.997609215,3.631157735,0.0,27.0,0.985,3.1,2.8,53.7,"SG(10),AUST(17)",,CLOSED,2021-06-27 17:04:09,1840140928.0
25,25,25,25,25,25,K2LU.SI,INDUSTRIAL,ARA LOGOS Logistics Trust,SGD,SES,POSTPOST,0.835,1447960064,27-06-2021 11:23:58,0.83,0.83,1187327232,31/12/2020,0.5182511718776244,750407000.0,1.6111878666377046,14/4/2021,0.072557,14/4/2021,0.01563,2/2/2021,0.00818,9/11/2020,0.020959,4/11/2020,0.01461,0.07233,0.05614,0.059608,0.075568,0.063532,0.102139,0.08492,0.08641,0.08313,0.08071,0.0,5/8/2020,0.013178,0.059826062,0.013424312,0.013424312,0.016488719,0.016488719,0.0,0.057646877,-0.020578249,0.034573032,0.031240694,5.78265447,0.0,5.78265447,5.645049512,5.400299142,6.722879964,40.33950423,0.0,40.33950423,39.93708083,37.6465706,39.98112799,4.180430692,0.0,3.98673376,3.503161614,3.749043611,3.955467258,197.0,0.917,3.7,4.1,,"66%SG, 6%UK, 13%AUST, 15%US | 49% BIZ PARK, 27% INDUS, 24% LOG. CENTER",,CLOSED,2021-06-27 17:04:09,1642410496.0
26,26,26,26,26,26,A17U.SI,INDUSTRIAL,Ascendas Real Estate Investment Trust,SGD,SES,POSTPOST,2.97,4166060032,27-06-2021 11:23:58,2.97,2.99,12373198848,31/12/2020,2.1414237748554843,8921300000.0,1.3869277229820767,11/5/2021,0.203103,11/5/2021,0.0563,9/2/2021,0.01678,17/11/2020,0.0574,30/7/2020,0.072623,0.165056,0.15763,0.154112,0.155909,0.120785,0.179365,0.1437,0.1384,0.1404,0.1317,0.1267,0,0.0,0.053300716,0.009561649,0.009561649,0.017088709,0.017088709,0.0,0.049702557,0.073602173,0.077469161,0.0,4.860719619,0.0,4.860719619,5.233557254,5.594951305,0.0,34.3638258,0.0,34.3638258,38.19482039,36.26465226,0.0,6.157700149,0.0,4.305153537,4.657015008,5.21130909,0.0,8.0,0.993,1.6,3.4,2.9,"100% China (7 Hangzhou, 1 Wuhan), Port logistic, E-commerce logistic, Specialised logistic",,CLOSED,2021-06-27 17:14:08,16957285376.0
27,27,27,27,27,27,BWCU.SI,INDUSTRIAL,EC World Real Estate Investment Trust,SGD,SES,POSTPOST,0.81,806782976,27-06-2021 11:23:58,0.81,0.81,649460288,31/3/2021,0.8525452574745455,687819000.0,0.9500961889101639,14/6/2021,0.05733,14/6/2021,0.01532,12/3/2021,0.01427,11/12/2020,0.01388,11/9/2020,0.01386,0.05442,0.06107,0.06113,0.05984,0.00991,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.034460127,0.019235242,-0.003488842,0.010992106,0.007721622,0.0,0.020027718,0.081497217,0.060042984,0.060934097,6.058928271,0.0,5.767796444,5.286153359,6.065538406,5.658820802,42.12015659,0.0,42.07807497,41.77083735,34.34337895,31.93573832,2.661238792,0.0,2.656332435,2.837162324,3.402109066,3.972435157,57.0,0.91,2.2,3.0,,100%SG,,CLOSED,2021-06-27 17:04:09,1196789888.0
28,28,28,28,28,28,J91U.SI,INDUSTRIAL,ESR-REIT,SGD,SES,POSTPOST,0.41,3877240064,27-06-2021 11:23:58,0.41,0.415,1584469632,31/12/2020,0.39921979925151213,1547871000.0,1.0270031716079697,14/5/2021,0.0351,14/5/2021,0.0041,29/4/2021,0.008,27/1/2021,0.0084,6/11/2020,0.00798,0.02815,0.039925,0.039295,0.038744,0.042656,0.046966,0.04789,0.04954,0.04673,0.03685,0.063423,23/7/2020,0.00662,-0.000514732,0.003052544,0.017197937,-0.010382606,-0.010382606,0.0,0.001914319,-0.000543559,-0.161834952,-0.000643224,4.507610952,0.0,4.765060477,5.341640521,3.326702473,4.19319695,42.79575884,0.0,42.79575884,41.67385468,46.27089415,45.61934933,0.383217319,0.0,2.032534223,2.482612147,2.299161358,3.389598317,90.0,0.972,3.1,4.8,,Mixture of Industrial and CBD offices,,CLOSED,2021-06-27 17:04:09,2895924224.0
29,29,29,29,29,29,BUOU.SI,INDUSTRIAL,Frasers Logistics & Commercial Trust,SGD,SES,POSTPOST,1.39,3668679936,27-06-2021 11:23:58,1.4,1.4,5136152064,31/3/2021,1.0487011860170077,3847349000.0,1.325449058829859,1/6/2021,0.08498,1/6/2021,0.01308,14/5/2021,0.038,13/11/2020,0.0339,0,0.0,0.0712,0.07,0.0719,0.069329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.031575366,0.0,0.0,0.015699502,0.015875864,0.0,0.053330363,0.06291798,0.061495395,0.076501814,2.180455755,0.0,3.722065032,4.970827481,4.859438776,5.98023522,36.55840675,0.0,39.17727084,35.31576871,36.08092175,31.52502806,0.0,0.0,5.855497771,6.373504581,6.100063224,6.927116672,111.0,0.931,3.2,4.1,,"SG(84),NorthUS(27)|38.2%DataCenters",,CLOSED,2021-06-27 17:07:05,6790006272.0
30,30,30,30,30,30,ME8U.SI,INDUSTRIAL,Mapletree Industrial Trust,SGD,SES,POSTPOST,2.8,2659369984,27-06-2021 11:23:58,2.82,2.82,7167847424,31/3/2021,1.224200475897377,3255602000.0,2.2872070834211304,28/5/2021,0.147276,28/5/2021,0.0221,6/5/2021,0.032889,5/2/2021,0.03269,3/11/2020,0.030597,0.121697,0.1218,0.1085,0.1253,0.113,0.1084,0.1004,0.0945,0.0893,0.0748,0.0,30/6/2020,0.029,0.060555886,-0.015708243,0.022600266,0.024691104,0.028972759,0.056415851,0.146792787,0.129076026,0.163396969,0.0,6.056530523,5.431187593,6.30358279,5.864083867,6.307619722,0.0,40.93789164,40.93789164,33.92002128,34.31610653,33.5253686,0.0,5.550964187,5.956376809,6.666185962,6.76280517,8.808589702,0.0,156.0,0.971,3.8,,3.7,"SG(52),HK(9),CHINA(30),JAPAN(18),AUST(12),MALAYSIA(15),SOUTHKOREA(13),VIET(7)",,CLOSED,2021-06-27 17:09:54,8794926080.0
31,31,31,31,31,31,M44U.SI,INDUSTRIAL,Mapletree Logistics Trust,SGD,SES,POSTPOST,2.06,4289080064,27-06-2021 11:23:58,2.06,2.06,8780579840,31/3/2021,1.4017518699319855,6012226000.0,1.4695896215212136,28/4/2021,0.083254,28/4/2021,0.02161,1/2/2021,0.01442,27/10/2020,0.02678,27/7/2020,0.020444,0.081334,0.088185,0.078728,0.064581,0.073316,0.06334,0.07226,0.06805,0.0681,0.0615,0.056103,0,0.0,0.118337221,0.050561182,0.024318173,0.021303467,0.022154399,0.108594392,0.118098668,0.147052301,0.192914157,0.0,4.180920533,4.180920533,4.496614516,4.342663203,4.406726955,0.0,40.90714006,40.90714006,41.98599962,41.21390698,40.83608129,0.0,5.445105363,5.528906928,4.887771321,4.79701364,5.520670692,0.0,18.0,0.765,1.2,,3.1,100%SG,,CLOSED,2021-06-27 17:04:09,12886876160.0
32,32,32,32,32,32,M1GU.SI,INDUSTRIAL,Sabana Shari'ah Compliant Industrial Real Estate Investment Trust,SGD,SES,POSTPOST,0.43,1053080000,27-06-2021 11:23:58,0.43,0.425,458089792,31/12/2020,0.4967476355072739,523115000.0,0.8656306930598434,29/1/2021,0.0276,29/1/2021,0.0229,23/7/2020,0.0047,0,0.0,0,0.0,0.0124,0.0286,0.033,0.0336,0.045963,0.066794,0.0774,0.096,0.0904,0.0736,0.0,0,0.0,-0.078305273,0.005159825,0.005159825,-0.044312461,-0.044312461,0.0,-0.078203306,0.034713411,0.111972644,-0.046907943,4.033209333,0.0,4.033209333,4.81658504,5.399907961,4.850382003,34.05613264,0.0,34.05613264,31.14219481,42.92544057,40.43613124,3.468273395,0.0,3.074841972,2.823852758,3.170922848,2.880821831,13.0,0.943,1.5,3.2,2.8,"SG(10 - 2BIZPARK,8INDUSTRIAL), AUST(3)",,CLOSED,2021-06-27 17:04:09,809319936.0
33,33,33,33,33,33,AJBU.SI,DATACENTER,Keppel DC REIT,SGD,SES,POSTPOST,2.51,1633590016,27-06-2021 11:23:58,2.53,2.53,4132982784,31/12/2020,1.1670706733800214,1906515000.0,2.150683807974236,2/2/2021,0.0917,2/2/2021,0.04795,28/7/2020,0.04375,0,0.0,0,0.0,0.06325,0.091913,0.069819,0.063142,0.063945,0.034387,0.0,0.0,0.0,0.0,0.0,0,0.0,0.090515441,0.023024807,0.023024807,0.022232914,0.022232914,0.0,0.090438386,0.057412889,0.102959671,0.059855045,6.980262823,0.0,6.980262823,5.778630927,6.588595889,6.270022738,39.01324364,0.0,39.01324364,33.93771067,34.33482284,35.52703593,12.824947,0.0,11.29108382,9.201932367,8.021424713,6.710176539,19.0,0.978,3.2,,6.8,"SG(56%),MALAYSIA(0.8%),AUST(10.9%),EUROPE(32.3%)",,CLOSED,2021-06-27 17:04:09,5104706560.0
34,34,34,34,34,34,EQIX,DATACENTER,"Equinix, Inc. (REIT)",USD,NMS,PRE,783.4,89579904,27-06-2021 11:23:58,780.19,779.32,73685745664,31/3/2021,13.252648719069848,1187171000.0,59.112711474252656,18/5/2021,11.06,18/5/2021,2.87,23/2/2021,2.87,17/11/2020,2.66,18/8/2020,2.66,10.64,9.84,9.12,8.0,7.0,17.71,7.57,0.0,0.0,0.0,0.0,0,0.0,4557.411735,1737.355556,572.9662921,749.2921348,1497.797753,0.0,4154.797753,5900.581395,4510.604938,2949.139241,6.886038366,0.0,6.755673266,7.975718163,9.399456921,8.800841164,71.10876561,0.0,70.12611038,75.86345472,94.17420767,88.4574418,3.351479132,0.0,2.655648935,2.265925067,1.987340219,1.727193345,,,,,,,,CLOSED,2021-06-27 04:00:01,83029712896.0
35,35,35,35,35,35,DLR,DATACENTER,"Digital Realty Trust, Inc.",USD,NYQ,PRE,152.21,281588000,27-06-2021 11:23:58,150.18,150.03,43615166464,31/3/2021,16.257230421750926,4577841000.0,9.36260334948287,14/6/2021,4.56,14/6/2021,1.16,12/3/2021,1.16,14/12/2020,1.12,14/9/2020,1.12,4.48,4.32,4.04,3.72,3.52,4.25,3.32,3.12,2.92,2.72,2.02,0,0.0,155.7657191,133.2400716,15.8454089,-13.42313218,20.10337079,0.0,94.45552367,237.8248915,121.8576304,84.71037182,3.275460169,0.0,2.819480118,4.320097414,4.260661796,4.254009206,68.6672607,0.0,70.18941263,77.01637323,84.00616288,73.48811501,2.240334157,0.0,1.840847874,1.800156915,1.953456764,2.249638496,,,,,,,,CLOSED,2021-06-27 04:00:04,59519410176.0
36,36,36,36,36,36,CONE,DATACENTER,CyrusOne Inc.,USD,NMS,PRE,72.71,122536000,27-06-2021 11:23:58,71.2,71.1,8539534336,31/3/2021,9.954625579421558,1219800000.0,7.304142121659288,25/3/2021,2.03,25/3/2021,0.51,31/12/2020,0.51,24/9/2020,0.51,25/6/2020,0.5,2.02,1.92,1.84,1.68,1.52,1.26,1.05,0.8,0.0,0.0,0.0,0,0.0,37.0,15.0,15.75,-31.16666667,37.41666667,0.0,34.08333333,37.0,0.090909091,-84.4,1.226331053,0.0,1.054026034,1.639449659,2.300442112,3.138983504,65.77182425,0.0,67.78832117,65.50626239,67.32121502,70.84379469,0.966887417,0.0,0.948186528,0.918367347,1.0,1.380323054,,,,,,,,CLOSED,2021-06-27 04:00:04,12348094464.0
37,37,37,37,37,37,COR,DATACENTER,CoreSite Realty Corporation,USD,NYQ,PRE,133.75,42984800,27-06-2021 11:23:58,130.78,130.86,5675282944,31/3/2021,-2.776679198228211,-119355000.0,-48.16905031209417,30/3/2021,4.9,30/3/2021,1.23,30/12/2020,1.23,29/9/2020,1.22,29/6/2020,1.22,4.89,4.76,4.14,3.58,2.39,1.79,1.47,1.16,0.81,0.57,0.13,0,0.0,197.4509061,51.5754717,46.58293839,50.07582938,49.21666667,0.0,187.936019,203.3243968,214.661157,185.2218935,7.155048288,0.0,6.95856052,7.273087881,8.430194148,8.622781298,94.71007355,0.0,94.64952656,85.95715078,75.71876497,73.36029435,3.055926751,0.0,3.099831433,3.375911009,4.00492597,5.16884085,,,,,,,,CLOSED,2021-06-27 04:00:02,7561307136.0
38,38,38,38,38,38,QTS,DATACENTER,"QTS Realty Trust, Inc.",USD,NYQ,PRE,77.2,68304896,27-06-2021 11:23:58,77.22,77.21,5282749440,31/3/2021,18.64749197480661,1273715000.0,4.1399669244689745,17/6/2021,1.94,17/6/2021,0.5,18/3/2021,0.5,21/12/2020,0.47,17/9/2020,0.47,1.88,1.76,1.64,1.56,1.44,1.28,1.16,0.24,0.0,0.0,0.0,0,0.0,-50.09681873,-6.508695652,-32.20743034,-6.97515528,-4.405537459,0.0,-44.3250774,-8.104810997,-43.19569472,1.358974359,2.000183983,0.0,2.009532363,2.202411205,2.530560137,2.228128524,58.37649976,0.0,62.17783467,58.47306517,63.57150767,68.85132605,2.174766814,0.0,2.211723734,2.260143647,2.064315281,1.432591816,,,,,,,,CLOSED,2021-06-27 04:00:03,7759265792.0
